yildiz,Kategori,oyuncular,yonetmen
9.3,Bilim Kurgu ,"Charlie Day, Charlie Hunnam, Idris Elba, Rinko Kikuchi",Guillermo del Toro
9.4,Bilim Kurgu ,"Burn Gorman, Cailee Spaeny, John Boyega, Scott Eastwood",Steven S. DeKnight
9.5,Animasyon ,"Alec Baldwin, Chris Pine, Hugh Jackman, Isla Fisher",Peter Ramsey
9.4,Aksiyon ,"Dev Patel, Jackson Rathbone, Nicola Peltz, Noah Ringer",M. Night Shyamalan
9.3,Macera ,"Armie Hammer, Johnny Depp, Tom Wilkinson, William Fichtner",Gore Verbinski
9.7,Aksiyon ,"America Ferrera, Cate Blanchett, F. Murray Abraham, Jay Baruchel",Dean DeBlois
9.2,Aksiyon ,"Eddy Lee, Haven Paschall, Kathryn Cahill, Sarah Natochenny",Tetsuo Yajima
9.1,Aksiyon ,"Alfred Bjerre Larsen, Esben Dalgaard Andersen, Janus Nabil Bakrawi, Malin Elisabeth Rømer Brolin-Tani",Poul Berg
8.0,Dram ,"Justin Chatwin, Mark Thompson, Peter Stormare, Robin Thomas",David A. Armstrong
9.5,Macera ,"Dwayne Johnson, Idris Elba, Jason Statham, Vanessa Kirby",David Leitch
9.5,Gerilim ,"Aaron Paul, Dominic Cooper, Imogen Poots, Kid Cudi",Scott Waugh
9.5,Bilim Kurgu ,"Arnold Schwarzenegger, Edward Furlong, Linda Hamilton, Mackenzie Davis, Natalia Reyes",Tim Miller
8.7,Komedi ,"Brian Hooks, Brock Johnsen, E-40, Mike Epps",D-Shot
7.3,Gerilim ,"Jai Rodriguez, Jose Rosete, Kevin Sizemore, Tara Macken",Jared Bentley
7.2,Gerilim ,"Ana Serradilla, Bradley Gregg, Michael Madsen, William Baldwin",Guillermo Iván
7.8,Gerilim ,"Armand Assante, Igor Jijikine, Louis Mandylor, Ravshana Kurkova",William Kaufman
8.9,Dram ,"Anil George, Jackie Shroff, John Abraham, Mouni Roy",Robbie Grewal
7.5,Dram ,"Diane Guerrero, Emory Cohen, Liam Hemsworth, Zlatko Buric",Malik Bader
8.6,Komedi ,"Geng Han, Rhydian Vaughan, Tomohisa Yamashita, Yuan Li",Hailong Li
9.3,Animasyon ,"Darren Criss, Eric Bauza, Kyle Mooney, Troy Baker",Jake Castorena
8.8,Bilim Kurgu ,"Jamie Bell, Kate Mara, Michael B. Jordan, Miles Teller",Josh Trank
6.5,Yabancı ,"Ario Bayu, Pevita Pearce, Tio Pakusadewo, Yoshi Sudarso",Mike Wiluan
8.3,Aksiyon ,"Ekaterina Vilkova, Konstantin Lavronenko, Mila Sivatskaya, Viktor Khorinyak",Dmitriy Dyachenko
5.7,Macera ,"Craig Sheffer, Cynthia Watros, Robert Giardina, Romeo Miller",Tibor Takács
9.6,Aksiyon ,"Frank Welker, Grey Griffin, Kate Micucci, Matthew Lillard",Cecilia Aranovich
8.6,Dram ,"Ben Affleck, Charlie Hunnam, Garrett Hedlund, Oscar Isaac",J.C. Chandor
6.2,Dram ,"China Anne McClain, Hassan Johnson, Jack Kesy, Trey Songz",John Pogue
8.2,Western ,"Christoph Sanders, Jason Patric, Lou Diamond Phillips, Scott Martin",Scott Martin
8.5,Gerilim ,"François Civil, Manon Azem, Olivier Rabourdin, Samuel Jouy",Yann Gozlan
6.9,Bilim Kurgu ,"Kevin Durand, Lance Henriksen, Mélanie St-Pierre, Summer H. Howell",Mamoru Oshii
6.9,Dram ,"Déborah François, Emile Hirsch, John Cusack, Molly McCann",Ivan Kavanagh
8.1,Dram ,"Iwan Rheon, Krystof Hádek, Milo Gibson, Stefanie Martini",David Blair
8.6,Fantastik ,"Liam Neeson, Ralph Fiennes, Rosamund Pike, Sam Worthington",Jonathan Liebesman
8.5,Dram ,"Bernard Hill, Phil Davis, Sue Johnston, Virginia McKenna",John Miller
8.4,Bilim Kurgu ,"Andy On, Lily Ji, Scott Adkins, Truong Ngoc Anh",Ernie Barbarash
7.7,Komedi ,"Daniel Thrace, Lizzie Aaryn-Stanton, Lyndsey Craine, Michaela Longden",Stewart Sparke
7.9,Dram ,"Anjelica Huston, Liam Neeson, Michael Wincott, Pierce Brosnan",David Von Ancken
8.9,Gerilim ,"Aldis Hodge, Cobie Smulders, Robert Knepper, Tom Cruise",Edward Zwick
7.9,Dram ,"Andrey Chernyshov, Oleg Fomin, Olga Pogodina, Vladimir Epifantsev",Konstantin Maksimov
8.9,Bilim Kurgu ,"Jovan Adepo, Mathilde Ollivier, Pilou Asbæk, Wyatt Russell",Julius Avery
9.3,Gerilim ,"Hyo-Jin Kong, Jun-yeol Ryu, Jung-ah Yum, Jung-suk Jo",Jun-hee Han
6.8,Bilim Kurgu ,"Julie Cox, Katee Sackhoff, Ray Fearon, Steven Cree",Hasraf Dulull
9.0,Suç ,"Dave Bautista, Jin Zhang, Michelle Yeoh, Tony Jaa",Woo-Ping Yuen
6.8,Bilim Kurgu ,"Clayton Snyder, Daniel Washington, David B. Meadows, Scott C. Roe",Jeremiah Jones
8.2,Gerilim ,"Ben Schwartz, Peter Ferdinando, Phoebe Fox, Sam Rockwell",Hadi Hajaig
8.9,Fantastik ,"Elane Zhong, Ethan Juan, Jackie Chan, Peng Lin",Vash
9.2,Dram ,"Alicia Agneson, Amit Shah, Gary Oldman, Olga Kurylenko",Zackary Adler
7.8,Gerilim ,"Armand Assante, Igor Jijikine, Louis Mandylor, Ravshana Kurkova",William Kaufman
9.1,Animasyon ,"Jim Foronda, Marie Iitoyo, Tesshô Genda, Yôko Asagami",Kenji Kodama
7.0,Biyografi ,"Craig Fairbrass, Emelle Smith, Emily Wyatt, Terry Stone",Andrew Loveday
7.6,Bilim Kurgu ,"Hailee Steinfeld, Jason Drucker, John Cena, Jorge Lendeborg Jr.",Travis Knight
7.2,Yabancı ,"Danny Trejo, Deborah Twiss, Martin Kove, William DeMeo",Joe Gawalis
9.0,Yabancı ,"Jasette Amos, Lucy Aarden, Nicholas Aaron, Victoria Ananieva",Don Michael Paul
9.4,Gerilim ,"Danny Huston, Frederick Schmidt, Gerard Butler, Rocci Williams",Ric Roman Waugh
8.9,Dram ,"Anil George, Jackie Shroff, John Abraham, Mouni Roy",Robbie Grewal
7.5,Dram ,"Diane Guerrero, Emory Cohen, Liam Hemsworth, Zlatko Buric",Malik Bader
8.6,Komedi ,"Geng Han, Rhydian Vaughan, Tomohisa Yamashita, Yuan Li",Hailong Li
9.3,Animasyon ,"Darren Criss, Eric Bauza, Kyle Mooney, Troy Baker",Jake Castorena
8.8,Bilim Kurgu ,"Jamie Bell, Kate Mara, Michael B. Jordan, Miles Teller",Josh Trank
9.6,Animasyon ,"Diane Guerrero, Elyes Gabel, Kevin Conroy, Susan Eisenberg",Sam Liu
5.7,Macera ,"Craig Sheffer, Cynthia Watros, Robert Giardina, Romeo Miller",Tibor Takács
9.6,Aksiyon ,"Frank Welker, Grey Griffin, Kate Micucci, Matthew Lillard",Cecilia Aranovich
8.6,Dram ,"Ben Affleck, Charlie Hunnam, Garrett Hedlund, Oscar Isaac",J.C. Chandor
6.2,Dram ,"China Anne McClain, Hassan Johnson, Jack Kesy, Trey Songz",John Pogue
8.2,Western ,"Christoph Sanders, Jason Patric, Lou Diamond Phillips, Scott Martin",Scott Martin
8.5,Gerilim ,"François Civil, Manon Azem, Olivier Rabourdin, Samuel Jouy",Yann Gozlan
6.9,Bilim Kurgu ,"Kevin Durand, Lance Henriksen, Mélanie St-Pierre, Summer H. Howell",Mamoru Oshii
6.9,Dram ,"Déborah François, Emile Hirsch, John Cusack, Molly McCann",Ivan Kavanagh
8.1,Dram ,"Iwan Rheon, Krystof Hádek, Milo Gibson, Stefanie Martini",David Blair
8.6,Fantastik ,"Liam Neeson, Ralph Fiennes, Rosamund Pike, Sam Worthington",Jonathan Liebesman
8.5,Dram ,"Bernard Hill, Phil Davis, Sue Johnston, Virginia McKenna",John Miller
8.4,Bilim Kurgu ,"Andy On, Lily Ji, Scott Adkins, Truong Ngoc Anh",Ernie Barbarash
7.7,Komedi ,"Daniel Thrace, Lizzie Aaryn-Stanton, Lyndsey Craine, Michaela Longden",Stewart Sparke
7.9,Dram ,"Anjelica Huston, Liam Neeson, Michael Wincott, Pierce Brosnan",David Von Ancken
8.9,Gerilim ,"Aldis Hodge, Cobie Smulders, Robert Knepper, Tom Cruise",Edward Zwick
7.9,Dram ,"Andrey Chernyshov, Oleg Fomin, Olga Pogodina, Vladimir Epifantsev",Konstantin Maksimov
8.9,Bilim Kurgu ,"Jovan Adepo, Mathilde Ollivier, Pilou Asbæk, Wyatt Russell",Julius Avery
9.3,Gerilim ,"Hyo-Jin Kong, Jun-yeol Ryu, Jung-ah Yum, Jung-suk Jo",Jun-hee Han
6.8,Bilim Kurgu ,"Julie Cox, Katee Sackhoff, Ray Fearon, Steven Cree",Hasraf Dulull
9.0,Suç ,"Dave Bautista, Jin Zhang, Michelle Yeoh, Tony Jaa",Woo-Ping Yuen
6.8,Bilim Kurgu ,"Clayton Snyder, Daniel Washington, David B. Meadows, Scott C. Roe",Jeremiah Jones
8.2,Gerilim ,"Ben Schwartz, Peter Ferdinando, Phoebe Fox, Sam Rockwell",Hadi Hajaig
8.9,Fantastik ,"Elane Zhong, Ethan Juan, Jackie Chan, Peng Lin",Vash
9.0,Animasyon ,"Csaba Márton, Gabriella Hámori, Iván Kamarás, Zalán Makranczi",Milorad Krstic
9.1,Korku ,"Jake Weber, Mekhi Phifer, Sarah Polley, Ving Rhames",Zack Snyder
6.5,Yabancı ,"Ario Bayu, Pevita Pearce, Tio Pakusadewo, Yoshi Sudarso",Mike Wiluan
8.6,Gerilim ,"Aji Santosa, Mario Irwinsyah, Paul O'Brien, Verdi Solaiman",Corey Pearson
9.6,Dram ,"Bingbing Fan, Dong-Gun Jang, In-kwon Kim, Joe Odagiri",Je-kyu Kang
8.3,Aksiyon ,"Dean Chaumoo, Denise Gough, Louis Ashbourne Serkis, Tom Taylor",Joe Cornish
9.6,Dram ,"Aksel Hennie, Clive Owen, Morgan Freeman, Payman Maadi",Kazuaki Kiriya
9.5,Gerilim ,"Aisha Sharma, Amruta Khanvilkar, John Abraham, Manoj Bajpayee",Milap Zaveri
9.2,Bilim Kurgu ,"Chris Evans, Jeremy Renner, Robert Downey Jr., Scarlett Johansson",Joss Whedon
9.6,Bilim Kurgu ,"Chris Evans, Chris Hemsworth, Mark Ruffalo, Robert Downey Jr.",Joss Whedon
9.3,Bilim Kurgu ,"Gwyneth Paltrow, Jeff Bridges, Robert Downey Jr., Terrence Howard",Jon Favreau
9.3,Bilim Kurgu ,"Don Cheadle, Gwyneth Paltrow, Mickey Rourke, Robert Downey Jr.",Jon Favreau
9.4,Aksiyon ,"Chris Pratt, Elizabeth Banks, Tiffany Haddish, Will Arnett",Mike Mitchell
7.9,Savaş ,"Anton Pampushnyy, Milena Radulovic, Ravshana Kurkova, Yuriy Kutsenko",Andrey Volgin
8.7,Bilim Kurgu ,"Chuxiao Qu, Guangjie Li, Jing Wu, Man-Tat Ng",Frant Gwo
9.7,Bilim Kurgu ,"Florence Pugh, Rachel Weisz, Robert Downey Jr., Scarlett Johansson",Cate Shortland
9.2,Gerilim ,"Adam Brody, Angelina Jolie, Brad Pitt, Vince Vaughn",Doug Liman
9.0,Animasyon ,"Jôji Nakata, Masami Iwasaki, Mikako Takahashi, Yûji Ueda",Shigeru Kimiya
8.4,Dram ,"Philip Hersh, So-nee Jeon, Sun-kyun Lee, Young-yu Lee",Jeong-beom Lee
7.2,Komedi ,"Ashley Thomas, Harry Treadaway, Michelle Ryan, Rasmus Hardiker",Matthias Hoene
9.2,Dram ,"Ashutosh Rana, Ranveer Singh, Sara Ali Khan, Sonu Sood",Rohit Shetty
9.0,Bilim Kurgu ,"Bruce Willis, Gary Oldman, Ian Holm, Milla Jovovich",Luc Besson
9.3,Bilim Kurgu ,"Amanda Seyfried, Cillian Murphy, Justin Timberlake, Olivia Wilde",Andrew Niccol
8.8,Dram ,"Barbarella Pardo, Gina Rodriguez, Thomas Dekker, Vivian Chan",Catherine Hardwicke
9.3,Gerilim ,"Jay Ellis, Logan Miller, Taylor Russell, Tyler Labine",Adam Robitel
8.5,Biyografi ,"Louise Lombard, Omar Sharif, Viggo Mortensen, Zuleikha Robinson",Joe Johnston
9.2,Dram ,"Adi Afendi, Ammar Alfian, Hairul Azreen, Keoh Chee Ang",Adrian Teh
5.8,Yabancı ,"Allen Theosky Rowe, Aria Emory, Brent Harvey, Jovanna Nicole",Izzy Traub
8.8,Aksiyon ,"David Strathairn, Freddie Highmore, Mary-Louise Parker, Sarah Bolger",Mark Waters
9.3,Gerilim ,"Anil Kapoor, Bobby Deol, Jacqueline Fernandez, Salman Khan",Remo D'Souza
8.7,Bilim Kurgu ,"Linda Fiorentino, Tommy Lee Jones, Vincent D'Onofrio, Will Smith",Barry Sonnenfeld
8.6,Bilim Kurgu ,"Lara Flynn Boyle, Rip Torn, Tommy Lee Jones, Will Smith",Barry Sonnenfeld
9.2,Komedi ,"Alan Arkin, Anne Hathaway, Dwayne Johnson, Steve Carell",Peter Segal
8.4,Bilim Kurgu ,"Jemaine Clement, Josh Brolin, Tommy Lee Jones, Will Smith",Barry Sonnenfeld
9.3,Bilim Kurgu ,"Adewale Akinnuoye-Agbaje, Channing Tatum, Dennis Quaid, Marlon Wayans",Stephen Sommers
9.4,Gerilim ,"Chin Han, Dwayne Johnson, Neve Campbell, Roland Møller",Rawson Marshall Thurber
7.9,Dram ,"Ratnamon Ratchiratham, Theeradej Wongpuapan",Ping Lumpraploeng
9.3,Macera ,"Christian Bale, Ken Watanabe, Liam Neeson, Michael Caine",Christopher Nolan
8.7,Dram ,"Louisa Connolly-Burnham, Mike 'The Miz' Mizanin, Rebecca Quin, Shawn Michaels",James Nunn
7.1,Bilim Kurgu ,"Astro, Dante Crichlow, Eden Duncan-Smith, Marsha Stephanie Blake",Stefon Bristol
9.6,Gerilim ,"Anne Hathaway, Christian Bale, Gary Oldman, Tom Hardy",Christopher Nolan
8.5,Dram ,"Antonio Banderas, Cristina Serafini, Karl Urban, Paz Vega",Isaac Florentine
7.8,Komedi ,"Eric Roberts, Joey Morgan, Kevin Pollak, Omar Chaparro",Enrique Begné
8.8,Dram ,"Chris Hemsworth, Michael Peña, Michael Shannon, Navid Negahban",Nicolai Fuglsig
8.5,Gerilim ,"Brendan Fletcher, Bruce Blain, Loretta Walsh, Zain Meghji",Uwe Boll
5.6,Dram ,"Josh Collins, Kris Saddler, Rosa Coduri, Vin Hawke",Callum Burn
6.9,Komedi ,"Abhimanyu Dasani, Prateek Parmar, Radhika Madan, Satyajit Ganu",Vasan Bala
7.7,Dram ,"Cristine Reyes, Germaine De Leon, KC Montero, Ronnie Lazaro",Pedring Lopez
9.4,Bilim Kurgu ,"Dash Mihok, Dennis Quaid, Emmy Rossum, Jake Gyllenhaal",Roland Emmerich
8.2,Bilim Kurgu ,"Alessio Scalzotto, Benjamin Flores Jr., Jack Gore, Miya Cech",McG
9.0,Gerilim ,"Ben Mendelsohn, Eve Hewson, Jamie Foxx, Taron Egerton",Otto Bathurst
8.1,Bilim Kurgu ,"Alexandra Jiménez, Dani Rovira, Julián López, Maribel Verdú",Javier Ruiz Caldera
9.2,Dram ,"Charlie Bewley, J.K. Simmons, Sullivan Stapleton, Sylvia Hoeks",Steven Quale
8.1,Dram ,"M. Sasikumar, Nawazuddin Siddiqui, Rajinikanth, Vijay Sethupathi",Karthik Subbaraj
8.4,Gerilim ,"Jason Mitchell, Lex Scott Davis, Michael Kenneth Williams, Trevor Jackson",Director X.
9.3,Gerilim ,"Common, Gary Oldman, Gerard Butler, Linda Cardellini",Donovan Marsh
7.7,Dram ,"Ben Foster, Christopher Amitrano, Jeffrey Grover, Mark Hicks",Mélanie Laurent
8.4,Suç ,"Cleo, Fabrício Boliveira, Marcos Caruso, Thiago Martins",Tomas Portella
7.9,Bilim Kurgu ,"Kanna Hashimoto, Masaki Suda, Shun Oguri, Yûya Yagira",Yûichi Fukuda
7.5,Dram ,"Barry Corbin, John Travolta, Michael Madsen, Rosabell Laurenti Sellers",Karzan Kader
8.4,Dram ,"Akshay Kumar, Parineeti Chopra, Suvinder Vicky, Vansh Bhardwaj",Anurag Singh
9.4,Dram ,"Jennifer Garner, John Gallagher Jr., John Ortiz, Juan Pablo Raba",Pierre Morel
7.0,Dram ,"Fan Liao, Jia Song, Shih-Chieh King, Wenli Jiang",Haofeng Xu
8.9,Gizem ,"Adam Sandler, Jennifer Aniston, Luke Evans, Terence Stamp",Kyle Newacheck
8.1,Dram ,"Andrey Burkovskiy, Dmitriy Dyuzhev, Erkebulan Dairov, Evgeniy Dyatlov",Igor Zaytsev
8.5,Dram ,"Derek Nelson, Gareth Lawrence, Lee Bane, Mark Homer",Andrew Jones
9.3,Komedi ,"Jessie T. Usher, Regina Hall, Richard Roundtree, Samuel L. Jackson",Tim Story
8.7,Gerilim ,"Andy Lau, Jia Song, Philip Keung, Wu Jiang",Herman Yau
7.6,Gerilim ,"François Civil, Mathieu Kassovitz, Omar Sy, Reda Kateb",Antonin Baudry
7.8,Dram ,"Aleksandr Kuznetsov, Kirill Pirogov, Mikhail Kremer, Roman Kolotukhin",Pavel Lungin
7.8,Gerilim ,"David Gyasi, Jean Reno, Joe Anderson, Sarah Lind",Frédéric Petitjean
7.0,Gerilim ,"Brianne Cordaro, Conphidance, David Schifter, Keller Fornes",Richard Tavernaro
7.8,Dram ,"Anastasiya Melnikova, Andrey Mironov-Udalov, Gela Meskhi, Maria Melnikova",Aleksey Kozlov
8.5,Gerilim ,"Buster Reeves, Christian Cooke, Frank Grillo, Stuart F. Wilson",Joe Lynch
6.5,Gerilim ,"Denise Richards, Dolph Lundgren, Jonathan Lipnicki, Peggy Miley",Alex Merkin
9.3,Aksiyon ,"Bill Nighy, Justice Smith, Kathryn Newton, Ryan Reynolds",Rob Letterman
7.6,Dram ,"Drew Seeley, Isaac C. Singleton Jr., Randy Wayne, Sean Stone",Harvey Lowry
9.2,Aksiyon ,"Kevin Sorbo, Logan Allen, Lola Sultan, Stelio Savante",Kirk Harris
8.4,Dram ,"Craig Fairbrass, James Caan, Jason Patric, Shannon Elizabeth",Brian A. Miller
8.7,Dram ,"August Diehl, Léa Seydoux, Matthias Schoenaerts, Peter Simonischek",Thomas Vinterberg
9.4,Bilim Kurgu ,"Hailee Steinfeld, Jason Drucker, John Cena, Jorge Lendeborg Jr.",Travis Knight
9.2,Fantastik ,"Asher Angel, Jack Dylan Grazer, Mark Strong, Zachary Levi",David F. Sandberg
8.3,Gerilim ,"Francesca Eastwood, Jonathan Rhys Meyers, Malik Yoba, William Forsythe",Aleksandr Chernyaev
8.9,Biyografi ,"Elizabeth Hawthorne, Jeffrey Thomas, Sam Claflin, Shailene Woodley",Baltasar Kormákur
7.9,Dram ,"Bradley James, Julie Engelbrecht, Martin Butzke, Philippe Tlokinski",Wladyslaw Pasikowski
6.0,Bilim Kurgu ,"James Allen Brewer, Jeanne Young, John Ozuna, Joseph Walters",Michael Fredianelli
8.1,Dram ,"Dwayne Cameron, Michael Rainey Jr., Nicolas Cage, Sophie Skelton",York Alec Shackleton
9.1,Bilim Kurgu ,"Joivan Wade, Lex Scott Davis, Steve Harris, Y'lan Noel",Gerard McMurray
8.1,Gerilim ,"Bruce Willis, Frank Grillo, Johnathon Schaech, Olivia Culpo",Brian A. Miller
8.9,Bilim Kurgu ,"Chris Evans, Hayley Atwell, Hugo Weaving, Samuel L. Jackson",Joe Johnston
8.7,Gerilim ,"Alexandra Daddario, Henry Cavill, Minka Kelly, Stanley Tucci",David Raymond
9.2,Animasyon ,"Jason O'Mara, Jennifer Morrison, Sachie Alessio, Stuart Allan",Justin Copeland
7.8,Dram ,"Beulah Koale, Matt Riedy, Melissa Paulo, Rila Fukushima",Gabriel Robertson
7.9,Gerilim ,"Daniel Choi, Ho-jung Kim, Jae-myung Yoo, Sung-min Lee",Jung-Ho Lee
7.1,Bilim Kurgu ,"Cameron Gordon, Leanne Khol Young, Michael Paré, Patrick J. MacEachern",Daniel Gilboy
9.4,Bilim Kurgu ,"Ken Watanabe, Kyle Chandler, Millie Bobby Brown, Vera Farmiga",Michael Dougherty
8.7,Dram ,"Ajiona Alexus, Billy Burke, Gabrielle Union, Richard Cabral",James McTeigue
7.2,Dram ,"Fahadh Faasil, Ramya Krishnan, Samantha Ruth Prabhu, Vijay Sethupathi",Thiagarajan Kumararaja
8.4,Bilim Kurgu ,"Galatéa Bellugi, Ivan Franek, Kseniya Rappoport, Ludovico Girardello",Gabriele Salvatores
9.1,Bilim Kurgu ,"Dwayne Johnson, Josh Hutcherson, Luis Guzmán, Michael Caine",Brad Peyton
8.7,Gerilim ,"Ahmed el-Sakka, Amir Karara, Ghadah Abdulrazeq, Scott Adkins",Peter Mimi
6.3,Bilim Kurgu ,"Julia Dietze, Kit Dale, Lara Rossi, Vladimir Burlakov",Timo Vuorensola
9.5,Bilim Kurgu ,"Michelle Williams, Riz Ahmed, Scott Haze, Tom Hardy",Ruben Fleischer
9.5,Bilim Kurgu ,"Jack Reynor, Mark Wahlberg, Nicola Peltz, Stanley Tucci",Michael Bay
8.9,Bilim Kurgu ,"Michelle Rodriguez, Sam Worthington, Sigourney Weaver, Zoe Saldana",James Cameron
8.3,Biyografi ,"Alka Amin, Avinash Dhyani, Virendra Saxena, Yeshi Dema",Avinash Dhyani
8.6,Gerilim ,"Aaron Kwok, Catherine Chau, Jingchu Zhang, Yun-Fat Chow",Felix Chong
9.2,Fantastik ,"Anthony Mackie, Benjamin Walker, Dominic Cooper, Rufus Sewell",Timur Bekmambetov
8.5,Gerilim ,"Do-Hwan Woo, Eun-hyung Jo, Seo-joon Park, Sung-Ki Ahn",Joo-hwan Kim
8.7,Gerilim ,"50 Cent, Dave Bautista, Jin Zhang, Sylvester Stallone",John Herzfeld
5.7,Yabancı ,"Billy Wirth, Richard Tyson, Scout Taylor-Compton, Yan Birch",Harley Wallen
7.9,Yabancı ,"Aleksandra Bortich, Alena Ivchenko, Dmitriy Gotsdiner, Maksim Bramatkin",Artyom Aksenenko
6.7,Bilim Kurgu ,"Hailee Steinfeld, Jason Drucker, John Cena, Jorge Lendeborg Jr.",Travis Knight
9.1,Dram ,"Hae-jin Yoo, Jun-yeol Ryu, Kazuki Kitamura, Woo-jin Jo",Shin-yeon Won
6.9,Bilim Kurgu ,"Christoffer Nordenrot, Jesper Barkselius, Lisa Henni, Pia Halvorsen",Victor Danell
9.4,Gerilim ,"Cillian Murphy, Helen Mirren, Luke Evans, Sasha Luss",Luc Besson
8.0,Yabancı ,"Aoi Morikawa, Mackenyu, Masahiro Higashide, Takumi Kitamura",Eiichirô Hasumi
9.5,Bilim Kurgu ,"Alexander Skarsgård, Eiza González, Millie Bobby Brown, Rebecca Hall",Adam Wingard
6.2,Dram ,"Chanel Ryan, Crystal Santos, Michael Paré, Vincent Rivera",Massimiliano Cerchi
8.2,Bilim Kurgu ,"Chang Liu, Mi Yang, Shih-Chieh King, Wallace Huo",Hong-Seung Yoon
5.9,Gerilim ,"Moa Enqvist Stefansdotter, Ralf Beck, Viva Östervall Lyngbrant, Yohanna Idha",Rasmus Tirzitis
7.5,Dram ,"Jennifer Esposito, John Travolta, Katheryn Winnick, Michael Weston",Jodi Scurfield
7.3,Gerilim ,"Carlos Chan, Nick Cheung, Richie Jen, Zi Yang",Renny Harlin
6.0,Bilim Kurgu ,"Chris Baird, Dustin Bush, John Michael Burdon, Lily Brown Griffiths",Mike Garrick
5.8,Dram ,"Amelia Haberman, Derek Davenport, Shepsut Wilson, Titus Covington",Joseph Mbah
9.4,Animasyon ,"Deedee Magno, Estelle, Michaela Dietz, Zach Callison",Rebecca Sugar
8.7,Gerilim ,"Anupama Parameshwaran, Keshav Deepak, Sai Srinivas Bellamkonda, Saravanan",Ramesh Varma
8.7,Gerilim ,"Nizhalgal Ravi, Radha Ravi, Sangili Murugan, Saravanan",Ram Kumar
8.5,Bilim Kurgu ,"Candy Clark, Daniel Stern, Roy Scheider, Warren Oates",John Badham
9.4,Bilim Kurgu ,"Arnold Schwarzenegger, Emilia Clarke, Jai Courtney, Jason Clarke",Alan Taylor
8.8,Gerilim ,"Dave Bautista, Kumail Nanjiani, Mira Sorvino, Natalie Morales",Michael Dowse
9.5,Dram ,"Aaron Eckhart, Christian Bale, Heath Ledger, Michael Caine",Christopher Nolan
7.6,Yabancı ,"Kôichi Iwaki, Masato Hanazawa, Nana Asakawa, Reiya Masaki",Keinosuke Hara
8.0,Gerilim ,"Brendan Fehr, Gina Carano, Richard Dreyfuss, Sydelle Noel",David Hackl
9.0,Yabancı ,"Jenny Umbhau, Rhea Seehorn, Roxanne McKee, Tanya van Graan",M.J. Bassett
9.1,Dram ,"Bhumi Pednekar, Manoj Bajpayee, Ranvir Shorey, Sushant Singh Rajput",Abhishek Chaubey
5.5,Dram ,"Anzu Lawson, Keenan Johnston, Mark Sivertsen, Micah Fitzgerald",Richard Ryan
8.3,Dram ,"Barry Pepper, Kaya Scodelario, Morfydd Clark, Ross Anderson",Alexandre Aja
9.4,Gerilim ,"Dwayne Johnson, Michelle Rodriguez, Paul Walker, Vin Diesel",Justin Lin
7.8,Gerilim ,"Cody Walker, Graham Greene, Louise Lombard, Thomas Gibson",McKay Daines
8.5,Dram ,"Aaron Paul, Charles Baker, Jonathan Banks, Matt Jones",Vince Gilligan
8.5,Gerilim ,"Bruce Willis, Kyle Schmid, Meadow Williams, Michael Chiklis",Brian A. Miller
8.6,Korku ,"Dong-Gun Jang, Eui-sung Kim, Hyun Bin, Ji-hye Seo",Sung-hoon Kim
7.9,Gerilim ,"Crispin Glover, Ella Ryan Quinn, Luke Bracey, Nina Dobrev",Roger Avary
9.5,Aksiyon ,"Greg Cipes, Grey Griffin, Rhys Darby, Sean Maher",Jeff Mednikow
8.9,Dram ,"Dilpreet Dhillon, Guggu Gill, Sawan Rupowali, Sippy Gill",Manbhavan Singh
8.2,Animasyon ,"Ayane Sakura, Kana Hanazawa, Kenji Nojima, Shizuka Itô",Naoyoshi Shiotani
9.0,Komedi ,"Abigail Breslin, Emma Stone, Woody Harrelson, Zoey Deutch",Ruben Fleischer
7.6,Macera ,"Byron Bishop, Nophand Boonyai, Rous Mony, Sahajak Boonthanakit",Jimmy Henderson
8.6,Gerilim ,"Ishita Dutta, Karan Kapadia, Karanvir Sharma, Sunny Deol",Behzad Khambata
8.5,Gerilim ,"Britney Amber, Cherie DeVille, Cody Renee Cameron",Robert Rowland
9.4,Dram ,"50 Cent, Gerard Butler, O'Shea Jackson Jr., Pablo Schreiber",Christian Gudegast
7.9,Bilim Kurgu ,"Adam J. Bernard, Gareth Lawrence, Jessica Andrews, Vanessa Russell",Luke Tedder
9.1,Animasyon ,"Akira Ishida, Kenji Nojima, Kinryû Arimoto, Masumi Asano",Naoyoshi Shiotani
9.3,Dram ,"Ajith Kumar, Rangaraj Pandey, Shraddha Srinath, Vidya Balan",H. Vinoth
8.1,Dram ,"Adam Long, Alexander Skarsgård, Jonathan Whitesell, Nat Wolff",Dan Krauss
8.8,Dram ,"Alban Lenoir, David Murgia, Olga Kurylenko, Sébastien Lalanne",Fred Grivois
9.0,Gerilim ,"Alistair Moulton Black, Jay Anstey, Michael Gross, Paul du Toit",Don Michael Paul
7.3,Gerilim ,"Daca Vidosavljevic, Dejan Cicmilovic, Sten Zendor, Stojan Djordjevic",Filip Kovacevic
8.5,Yabancı ,"Guy Bleyaert, Lee Charles, Silvio Simac, Zara Phythian",Guy Bleyaert
9.6,Gerilim ,"Jacqueline Fernandez, Mandira Bedi, Prabhas, Shraddha Kapoor",Sujeeth
9.6,Dram ,"Frank Grillo, Mike Colter, Naomie Harris, Reid Scott",Deon Taylor
